nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
C1977508673,71856.76,C401424608,866746.9
C1947666055,0.0,C1916720513,2650069.35
C1760622380,0.0,C1122118227,10871642.56
C1033304734,0.0,C459857341,301345.29
C995381766,0.0,C985934102,873112.87
C2008762581,0.0,C248609774,6180951.73
C404588697,0.0,C2063763486,581492.0
C315998990,0.0,C998351292,224241.89
C193492784,0.0,C1122118227,10909136.43
C643328884,0.0,C1721246982,978778.15
C1391818342,0.0,C1504109395,1116729.33
C1845760645,0.0,C998351292,330578.26
C645777794,0.0,C998351292,524586.65
C1134237170,54733.0,M983834017,0.0
C1962586186,434.0,M1015236238,0.0
C657252457,399566.0,M1031780408,0.0
C472262461,41058.0,M976725249,0.0
C2052601222,12041.0,M975629453,0.0
C387201851,290498.0,M269257589,0.0
C734230775,63965.0,M646757254,0.0
C284660111,53339.25,C1899073220,616653.95
C1691678663,30406.0,C1234250905,11132.03
C1423978346,26588.18,C1100767002,233370.36
C401862395,25317.0,M1000631907,0.0
C2022562847,13146.0,M767764251,0.0
C625971310,419290.0,M1023423954,0.0
C737897289,146980.0,C77811359,11147.0
C523528914,38163.92,M1184974266,0.0
C2058569241,36833.22,M182639397,0.0
C909918801,26197.0,M2063355321,0.0
C438263665,31074.0,M104367332,0.0
C1380085944,51284.0,M1254850252,0.0
C709841971,15250.61,M1746074170,0.0
C689213488,13365.07,C998351292,703391.88
C951629504,49269.0,C967643830,11219.0
C1753645864,776.0,M389703464,0.0
C438493423,0.0,M1733381085,0.0
C999427036,0.0,M2136291489,0.0
C1929218620,0.0,M530528285,0.0
C880282841,0.0,M1648278215,0.0
C2089578710,0.0,M448131210,0.0
C1860118977,0.0,M2040548959,0.0
C1723177853,4051.0,M1395725953,0.0
C1144499207,155.0,M1058984040,0.0
C1966787205,0.0,C481402298,258506.08
C778330045,162442.0,C2118255842,113152.38
C1464502754,28329.0,M505323251,0.0
C1037242711,27842.03,C1850180796,1083335.4
C835070183,0.0,C932583850,4353067.22
C843100836,0.0,C564160838,982970.02
C1480805145,0.0,C1899073220,691589.53
C2101326063,0.0,C306206744,3452165.82
C2109615807,0.0,C998351292,938811.79
C1255958078,0.0,C909295153,5371342.16
C142993407,0.0,C248609774,6289654.59
C146638536,0.0,C1750563752,201197.0
C83532470,0.0,C1453128758,341122.21
C759099777,0.0,C1234776885,1535086.76
C170082758,0.0,C2118255842,316482.43
C1850477964,0.0,C1023714065,1460667.19
C1043535321,0.0,C716083600,1827318.89
C1692092775,15078.0,M1961232715,0.0
C2051562038,43978.0,M1559434619,0.0
C1650327539,25725.0,M641011362,0.0
C513042872,22673.0,M1510535132,0.0
C1462182153,100591.0,M1500079441,0.0
C1686965869,333.0,M2045143855,0.0
C388444787,70.0,M100048427,0.0
C159651486,19148.0,M1139915666,0.0
C1835777333,16379.42,M1549623669,0.0
C1967434886,94916.53,M992457879,0.0
C185939155,90210.24,M1014278669,0.0
C1820594585,20348.0,M1786872722,0.0
C1217434045,198.0,C510113906,5417.23
C1361931872,10162.0,C542895457,254.0
C501855493,11687.0,C270095066,16267.62
C2064787513,23410.0,M927159199,0.0
C220689785,14942.0,M1572255813,0.0
C932118570,41487.0,C297927961,90508.53
C452817647,169807.0,C453211571,3519099.83
C751259764,20452.0,M1146859833,0.0
C194672584,126.0,M2055276126,0.0
C1825811850,11636.0,C655381473,220237.06
C1964514128,25457.0,C1917025677,42900.67
C761533964,101749.0,M1596278280,0.0
C787156891,37790.0,M454841229,0.0
C373682836,51530.0,M1663431506,0.0
C365211514,14731.0,M1824327284,0.0
C1440057381,963532.14,C268086000,0.0
C430329518,963532.14,C991505714,132382.57
C698977695,12086.0,M765702264,0.0
C1414431049,30912.0,M2142660176,0.0
C446093644,16098.92,M713464342,0.0
C182584006,10914.66,C1870252780,7355970.28
C1185575212,24065.0,C461160828,17860.54
C1792711692,23431.66,M1947397483,0.0
C1853633821,41699.0,M2068450031,0.0
C1171178358,1632.0,M651433745,0.0
C697240075,193327.0,C1428469551,45738.0
C45703335,11001.8,M836749045,0.0
C934617920,4932.75,C1068824137,38901.06
C1715189999,11248.0,M793657559,0.0
C1625932709,9027.0,C1318822808,6773.84
C2119713755,208.0,M1168076863,0.0
C411748515,249452.0,M911267068,0.0
C178917238,19609.0,M873105556,0.0
C2055967078,727.0,C660143728,61720.85
C1254907391,2051.0,M281487983,0.0
C1894338251,21703.0,M1456464145,0.0
C2118413714,15594.73,C1453128758,469479.26
C1475982439,51790.0,M1834755909,0.0
C1152554134,11556.0,C1261031890,18641.45
C424106351,6881.97,M50826412,0.0
C258860422,106919.0,C339924917,12145.85
C1596708569,31423.0,C1122118227,11072853.86
C2089054322,16521.0,M1138356642,0.0
C603483530,9208.51,M577038898,0.0
C2101086700,5641.01,M1910813448,0.0
C294651011,28009.87,M346049017,0.0
C156127720,26352.78,C1471633238,148688.71
C1575407418,480.0,M1287875609,0.0
C1513757689,5363.0,M553701447,0.0
C1257526338,16733.0,M494951073,0.0
C393183035,21420.0,M818546553,0.0
C1483998054,50808.73,M1203638171,0.0
C734275312,45664.93,C434091818,63112.23
C1272257854,39742.0,M859985937,0.0
C79121205,311117.0,M240000757,0.0
C1829883631,395.0,M1286771084,0.0
C1927452108,6419.29,M203785427,0.0
C1872774414,0.0,C728885526,82686.96
C927369095,21032.0,M1374431318,0.0
C1901018532,39989.0,M480943798,0.0
C525551643,179634.7,M801996095,0.0
C669501311,171967.32,C1504109395,1498209.32
C1869652507,194245.0,M1793469566,0.0
C780570776,20932.0,M935552520,0.0
C1565096593,11764.0,M102185114,0.0
C479160976,8804.79,M810593327,0.0
C643552582,29982.0,M423095039,0.0
C2114701475,26275.0,M1259283097,0.0
C856047451,322.0,M356539350,0.0
C892262157,681.0,M117911771,0.0
C91831175,336667.4,M309349909,0.0
C1361409513,318183.44,C1538745405,338120.46
C1863980798,22882.0,C377957453,3277.0
C594783641,11161.0,M862146308,0.0
C1234435772,275.63,C63387985,1330.96
C1979825302,0.0,C1831477404,191972.11
C1218496682,4437.21,M1637000661,0.0
C925024581,1696.74,M1287401019,0.0
C43473566,0.0,M1986001684,0.0
C1465263219,0.0,M2050360660,0.0
C1112400678,0.0,M1271084832,0.0
C768669591,0.0,M1728465884,0.0
C1249890505,0.0,M408388753,0.0
C848409667,0.0,M1729904998,0.0
C1406221524,0.0,M2005293363,0.0
C1208670252,0.0,M1293465402,0.0
C393549265,0.0,M1392482765,0.0
C1277882374,10772.0,M1141059550,0.0
C2070372626,1614.7,M1433976386,0.0
C1313459755,191.0,C54617902,31223.0
C325674467,8120.0,C1850180796,1184820.89
C1405548909,6346.0,M1130153977,0.0
C1130656047,5939.0,M461001437,0.0
C2140396878,1073.88,M1523957322,0.0
C987255094,22422.0,M1937575946,0.0
C317053574,59971.0,C453211571,3523298.32
C1697976702,23204.09,C1353512285,23701.82
C488422671,277403.62,M117052390,0.0
C989321301,268569.12,M1996787860,0.0
C260620222,266279.12,M1505486986,0.0
C1569371800,260276.69,M249109901,0.0
C1147545255,259174.31,M1117747481,0.0
C1244211620,21548.0,M215638041,0.0
C2038185019,31.0,C1963862935,0.0
C1074976188,31486.0,C1850042097,0.0
C1131786259,60989.84,M485542604,0.0
C83210381,49632.45,M1385966234,0.0
C1015545330,35736.0,M649848324,0.0
C266554246,55619.0,C1793436274,14566.06
C1016625178,436.0,C40075281,28422.37
C1064528406,0.0,M1174478906,0.0
C1403780103,4580.0,C214187874,0.0
C747378368,4363.08,M135002781,0.0
C1204030294,4097.88,M1258527853,0.0
C133544411,0.0,M1350395050,0.0
C923032392,0.0,M1622362417,0.0
C1252138909,0.0,M1908505175,0.0
C1678422332,0.0,M504006221,0.0
C1141783782,0.0,M1047000562,0.0
C265629779,0.0,M1160247050,0.0
C1887115844,0.0,M1899145692,0.0
C1464031233,0.0,M765880900,0.0
C86506638,0.0,M1639958975,0.0
C745604825,0.0,M849063257,0.0
C140702728,14949.84,C634210724,0.0
C395257482,14949.84,C1032986144,18161.79
C871153004,242264.0,M1550991149,0.0
C1127174687,39867.0,M763008902,0.0
C2074826904,34683.47,C97730845,9178122.36
C913148823,25257.0,C838411509,21697.97
C125802780,404976.0,C1491676195,206.12
C61334373,80777.0,M753853622,0.0
C312766685,316997.39,M1768471788,0.0
C1432929903,314360.53,M242762528,0.0
C1064040618,17504.47,M331918455,0.0
C19423,4218.49,C2083562754,814113.89
C1286437308,21201.0,M744715819,0.0
C2057227460,5533.0,C1335050193,53743.06
C2017603323,23921.0,M1594214614,0.0
C1759522611,18012.43,M1687430663,0.0
C222882200,55201.0,M2096808863,0.0
C361423492,20529.0,M1357597228,0.0
C438660480,1528.22,M812229472,0.0
C1916139819,0.0,M2022012779,0.0
C1232948374,38902.0,M879924346,0.0
C1775488894,6258.0,M977195776,0.0
C428089645,118245.0,M972404515,0.0
C1319778140,38798.0,M37768026,0.0
C989171574,2084.0,M783117220,0.0
C832743930,56098.0,C215145189,1891.79
C834153999,38725.0,M664836465,0.0
C1645557354,25234.75,M1188871851,0.0
C920926249,18818.03,C564160838,1070702.75
C355222677,0.0,C2081595126,197285.12
C1589745212,0.0,C481402298,330085.6
C2110472873,0.0,C662736689,4629353.77
C1794705481,0.0,C1538745405,469207.53
C486994287,0.0,C665576141,6609667.12
C1336210565,0.0,C1234776885,1791710.89
C1759328722,0.0,C1538745405,577171.41
C1246023616,0.0,C977993101,744264.96
C1625539182,0.0,C1782580546,27316.83
C134943275,0.0,C481402298,440606.35
C161069393,0.0,C738590621,55249.0
C1708084589,0.0,C801142660,637928.74
C457245448,0.0,C1134894336,90955.09
C1259065345,0.0,C2083562754,883152.29
C261925632,0.0,C1122118227,11073556.18
C271002555,0.0,C1538745405,766061.93
C57488372,0.0,C1062254208,43471.0
C376660032,0.0,C224063653,247417.0
C2086477093,181.0,M1427020774,0.0
C1066856480,890.0,C1674899618,329055.0
C854255346,30803.0,M650797503,0.0
C121245483,1062.0,M262535196,0.0
C1780306540,29053.0,M523174153,0.0
C1211827856,36205.0,M1753113235,0.0
C1752220610,7261.0,C423583818,373838.99
C263233676,5483.37,M531576940,0.0
C81705968,220676.0,C578102596,11514.0
C1784551034,59948.0,M1625321341,0.0
C107632469,56060.58,M1998224723,0.0
C1835878412,20044.0,M244668763,0.0
C1519482659,47381.0,M2118482375,0.0
C2037343019,51545.0,M1570022108,0.0
C216919586,137806.0,C885951223,281857.03
C1504912697,497284.0,C24404443,17609.0
C1531409183,12885.0,M591247593,0.0
C1086508626,75329.4,M1614238,0.0
C1621615881,68707.65,C1899073220,877201.48
C773059332,19340.02,C248609774,6534746.07
C2020935882,0.0,C644345897,1096187.24
C1025786379,0.0,C1750563752,301573.51
C1651795723,0.0,C905650857,283047.18
C1406018450,0.0,C1122118227,11284687.61
C53301881,0.0,C1916720513,2906551.06
C470187021,0.0,C991505714,1095914.71
C1561005241,0.0,C1023714065,1791001.63
C2138793529,0.0,C977993101,1043601.01
C380394805,0.0,C11003494,10155564.02
C962969081,0.0,C1453128758,592289.45
C1007550632,0.0,C1870252780,7416184.79
C409007038,0.0,C306206744,3541578.38
C1825656946,0.0,C909295153,5729799.14
C2026873444,0.0,C1899073220,926569.1
C873002645,0.0,C909295153,6714793.9
C728370857,0.0,C657736958,5579568.65
C1306429814,0.0,C248609774,6697471.07
C1216863787,0.0,C33524623,138395.49
C994584048,0.0,C985934102,1166470.9
C1085041526,176131.8,M2038484780,0.0
C251666609,172417.38,C1750563752,490926.34
C1973281540,19934.0,M1447678234,0.0
C693083472,52693.0,M658781536,0.0
C1037793103,47802.68,M629321967,0.0
C1886526482,289120.0,M1989924937,0.0
C270313690,281759.52,M547973118,0.0
C1079733621,10053.53,M1747631271,0.0
C495289088,7776.65,M1995997657,0.0
C1842571958,30871.0,M1352743983,0.0
C1628252344,22484.83,M1405721353,0.0
C624545052,44464.0,M2082524624,0.0
C1952473604,11392.0,M1802415698,0.0
C13950734,79028.0,M2061552777,0.0
C233300371,78501.17,M333828675,0.0
C904872862,20527.0,M1234654510,0.0
C2077150966,83198.0,C575335780,52415.15
C1174694918,44989.0,M154674411,0.0
C2062888647,784.0,M2009196049,0.0
C314622131,555920.0,M1519890812,0.0
C164052991,46869.72,C20671747,43691.09
C1909367224,41945.71,C914293025,608063.0
C1704927850,20285.79,M48522228,0.0
C854367376,17939.28,M917190676,0.0
C716951769,14687.0,M190967225,0.0
C1564473433,45405.0,M851116146,0.0
C1181889508,91019.0,M1115296438,0.0
C1613092752,214570.0,M184017782,0.0
C1573719263,51437.0,M1336953458,0.0
C31956291,9067.0,M876487258,0.0
C27294710,15743.0,M1276002922,0.0
C1899938605,0.0,C392292416,5056707.37
C886510498,0.0,M917156101,0.0
C143239336,66146.0,M254358847,0.0
C57638267,75374.0,C621014131,107168.0
C1622066826,26667.0,C778731861,0.0
C631766751,164131.0,C20671747,48615.1
C1667348377,20897.0,M463313451,0.0
C227644740,19809.0,M400216879,0.0
C2036949810,30499.0,M248705782,0.0
C266894813,3112.29,M1323996324,0.0
C2083004088,0.0,M1710491273,0.0
C700356991,100358.32,C1810132623,100111.69
C871065432,96214.45,M260727363,0.0
C1250950517,173135.98,M388489274,0.0
C2141094945,169352.26,M601520619,0.0
C378227888,146204.77,M1040537707,0.0
C900824070,798.0,C790722099,0.0
C1163157114,104851.0,M167146668,0.0
C497333241,12777.0,M600554759,0.0
C1149993098,0.0,M2120404899,0.0
C1189187821,0.0,M943472307,0.0
C548108014,13002.91,M1214032527,0.0
C40910225,10105.32,M1541427914,0.0
C537346910,5218.37,M228756739,0.0
C247309715,2662.06,M1469235340,0.0
C1293251731,1449.99,M1422271143,0.0
C926188689,0.0,M1994634331,0.0
C280291320,0.0,M1963080787,0.0
C1719746158,0.0,M229318537,0.0
C974631651,0.0,M1578365270,0.0
C823056052,0.0,M1678557259,0.0
C1661728387,0.0,M584262389,0.0
C1706027885,0.0,M1730371851,0.0
C1537227906,0.0,M1625258377,0.0
C2058424956,0.0,M115740440,0.0
C1559783274,0.0,M1206931021,0.0
C891328061,0.0,M59298126,0.0
C483669346,0.0,M1502843539,0.0
C1756587746,0.0,M762628123,0.0
C280397810,0.0,M1442089085,0.0
C646148183,0.0,M767312012,0.0
C160549854,0.0,M2027363825,0.0
C1164692340,0.0,M178019189,0.0
C232042179,0.0,M1303122461,0.0
C1451708599,0.0,M1042874081,0.0
C379776337,0.0,M993208674,0.0
C1474155611,31756.0,M779876279,0.0
C800218956,5533.0,C1668376627,209201.42
C233315297,325.0,C1135523296,57107.0
C875456779,32204.57,M1159329398,0.0
C2028767654,27210.28,M899068489,0.0
C1916269505,30695.0,C1318822808,11142.89
C2014777783,12580.0,C991505714,1266524.82
C1680479914,15425.0,M1680794780,0.0
C692763171,50823.0,M1771084820,0.0
C1564170442,474663.45,M1310871029,0.0
C843410864,468753.35,M1599612880,0.0
C1487067641,10046.0,M70482685,0.0
C486715174,608724.0,M66747889,0.0
C1306067302,1203.0,M1377992370,0.0
C1523683407,306613.0,M169110289,0.0
C256084228,250368.71,C1183572822,141949.63
C1322623408,244356.03,M416285645,0.0
C825605925,64995.3,M581770158,0.0
C1092023914,54402.54,M1505774574,0.0
C1167068004,31275.0,M254416915,0.0
C2046364218,39692.0,M582857168,0.0
C1739806152,782.0,M948315053,0.0
C153048669,66203.0,C490150701,0.0
C1189303711,280442.0,M998458782,0.0
C840008200,12801.94,M1095731113,0.0
C500985266,0.0,M1020421154,0.0
C49127538,0.0,M1067588937,0.0
C1097684722,501.0,M1848760713,0.0
C28318221,0.0,M785848103,0.0
C86384329,122.0,M1706779253,0.0
C1692036285,180.0,M1923232046,0.0
C1204267493,49776.0,M2035401634,0.0
C1322907569,31284.0,M756126725,0.0
C1474529475,280248.0,M542641486,0.0
C566039179,35512.0,C1017997535,200546.0
C2951941,1168.0,M1262693971,0.0
C730949640,313.0,M1659969211,0.0
C174871747,69486.0,M1477431915,0.0
C2029920330,20393.0,M311487784,0.0
C2050124277,17996.17,C451111351,3419944.48
C1552445522,40822.0,M1442707449,0.0
C1083292099,80518.0,M688197093,0.0
C907080311,75003.27,M208181619,0.0
C1106933404,67268.41,M1074868579,0.0
C1906565212,64591.95,M969432090,0.0
C722764585,62989.77,M1657218305,0.0
C210278405,39051.13,M2010856706,0.0
C2027549979,29632.24,M602748972,0.0
C1810748644,18366.83,M1165023158,0.0
C1924563758,17321.94,M944826636,0.0
C1033850902,12377.25,M2123492724,0.0
C947437179,10191.79,M132065521,0.0
C1082640380,969.51,M831285461,0.0
C1291486201,0.0,M840737335,0.0
C1280977839,0.0,M516040753,0.0
C104826203,0.0,M1365611185,0.0
C1291832417,0.0,M1131673199,0.0
C966567431,0.0,M1141984159,0.0
C1992235960,0.0,M706960270,0.0
C1985178707,0.0,M953191605,0.0
C909914828,0.0,M116650158,0.0
C1806640599,0.0,M1470540083,0.0
C5987161,0.0,M422882684,0.0
C187150864,0.0,M1772780918,0.0
C871461513,700054.99,M252864198,0.0
C957608454,695819.48,M65567135,0.0
C993343057,690444.99,M655180711,0.0
C19400322,687258.39,M1103934393,0.0
C1406763631,684867.83,M512029640,0.0
C1599728268,664723.1,M2066533285,0.0
C1694102613,648557.3,M1566200241,0.0
C1304939804,639366.21,M1353406178,0.0
C2069584894,638028.02,M1954761469,0.0
C123721308,226486.0,M222927891,0.0
C753705711,46785.0,M1121370413,0.0
C994185757,30986.0,M2049620066,0.0
C857245202,20896.0,C173783788,42858.0
C1194587893,27101.0,M1825228532,0.0
C1133288103,22143.98,M877898962,0.0
C1821335795,101237.0,M1456006896,0.0
C1907758892,11256.0,M1487540468,0.0
C1337289706,24719.0,C1397643446,20765.02
C1583082378,168005.0,C451111351,3624999.45
C529893402,10492.0,C1182461167,23508.22
C397416108,1204.19,C1321640594,18910.85
C1933493643,0.0,M1916303325,0.0
C1096742104,5097.0,M1456250665,0.0
C1398479590,216.0,C655381473,352750.76
C1651251663,21692.0,M1419958638,0.0
C1722102020,23192.0,M1830984476,0.0
C1870812438,16073.82,M766089249,0.0
C1657512321,586.0,C1240730624,42198.0
C457714879,459092.0,M1713365029,0.0
C118887511,48238.0,M955153053,0.0
C1654228203,69986.0,M2065587797,0.0
C1276991949,855.0,M124581953,0.0
C696031899,5407.0,M546936087,0.0
C116155384,0.0,C1380361139,273208.5
C1713520020,0.0,C1211297851,31836.0
C734518153,498882.0,M1201324747,0.0
C571251299,69336.0,C1360393616,4820.0
C1437977899,25198.0,M1086017415,0.0
C1369854401,123.0,M390010388,0.0
C1813531981,4087.0,M1984294974,0.0
C361668462,31295.0,M2054071421,0.0
C1421016152,24521.0,M229581552,0.0
C1824242116,508.0,C990355670,16730.22
C1677309282,40002.33,M552260985,0.0
C1411828534,31954.17,C248609774,7300729.62
C1709321711,0.0,C1017997535,201469.14
C1260308116,30441.0,C542895457,187096.37
C1026134931,16930.0,C1335050193,55469.68
C1597280379,1590.0,M726483751,0.0
C383392444,0.0,M1730062079,0.0
C475157807,49566.0,C1832532108,0.0
C1573349881,383449.0,M453940999,0.0
C162919367,119.0,M121644275,0.0
C1638796611,9210.62,M251074782,0.0
C679143692,2401.76,C173783788,193000.45
C773535564,0.0,C481402298,632824.07
C1070523353,0.0,C173783788,312451.7
C164183318,0.0,C885951223,517739.35
C1980008362,0.0,C995911260,75663.55
C22179697,0.0,C1916720513,4775712.62
C1238013097,0.0,C306206744,3799219.95
C162214155,0.0,C1916720513,6007666.57
C1530977859,0.0,C909295153,7091301.63
C1241189309,0.0,C1899073220,1811160.5
C1418310135,0.0,C306206744,6273401.72
C83554564,0.0,C1538745405,916428.49
C1502971166,0.0,C306206744,6794680.19
C1218632562,0.0,C985934102,1319120.27
C1371397528,0.0,C2083562754,1575612.32
C35419258,0.0,C977993101,1765059.65
C2010426450,0.0,C1916720513,6375632.67
C703824017,0.0,C1789550256,3964356.31
C371054890,0.0,C453211571,3726770.23
C2009317431,0.0,C2134357721,280908.87
C623330465,0.0,C2083562754,1807948.63
C283492252,0.0,C1899073220,3043311.43
C1758060579,0.0,C665576141,6942242.08
C23218037,1595.0,M511646132,0.0
C593185976,110016.0,M70543368,0.0
C402578964,22062.0,C173783788,539688.48
C1898629094,18136.2,C187649742,168294.74
C141388791,439.0,C716157500,4894.45
C800990938,6476.0,C1877453512,0.0
C1322341191,20258.0,M1768142988,0.0
C179455108,1023.0,M1424243710,0.0
C275448142,21335.0,M1681423383,0.0
C2083951216,73405.0,M167275971,0.0
C1104243907,20132.0,M1714317354,0.0
C776192909,20116.0,M1688151539,0.0
C778234583,11558.0,C726762476,0.0
C999864329,30483.0,M200760156,0.0
C383403884,147362.0,C1674899618,332090.96
C802628402,175409.0,C1823014131,69810.0
C1374785073,20661.0,C173783788,543614.29
C1626149608,5956.0,C13329486,10659.79
C617142462,11321.0,M848343462,0.0
C1875718595,416268.0,M1740571776,0.0
C89144801,14462.0,M855286124,0.0
C876600793,24536.0,M733693146,0.0
C796969849,32586.0,M1209462308,0.0
C34419690,355127.0,M1935751909,0.0
C1511259379,880.0,C1428469551,0.0
C621502043,9927.91,M1324526451,0.0
C884868698,52743.0,M1905229914,0.0
C235532726,26009.0,M1434151479,0.0
C296954388,100.0,C2134357721,461082.25
C473163048,0.0,M1576416089,0.0
C1406324738,113718.0,M1530504166,0.0
C1478493964,101487.75,C1883840933,16684929.93
C874548138,262726.67,C621014131,107562.34
C1899433964,290232.23,C22805895,483173.63
C1728554175,683085.59,C117162427,616919.0
C1070057268,884484.19,C1782113663,2798692.37
C252339901,1040428.87,C117162427,415520.4
C1175146719,1193409.21,C1750563752,626274.96
C485701373,1451604.19,C1222590577,165598.0
C487369776,1554342.15,C392292416,5060183.55
C1106189986,2005792.43,C97730845,9367714.52
C1576936424,2060636.18,C874189736,416304.0
C1480569460,2442637.2,C1286084959,1923836.34
C539682927,2562312.23,C667346055,10695480.59
C428468422,2845987.84,C214187874,448593.63
C902064508,3068913.26,C931482420,110481.0
C273531298,3139238.42,C885951223,868959.15
C1741892180,3517844.32,C716083600,2107162.1
C826945968,3704195.26,C1810132623,104255.56
C659763564,3785713.89,C655381473,353797.26
C1508750581,3859023.6,C985934102,1604372.08
C663925782,4001620.38,C42158278,241346.84
C1194710757,4059437.59,C1100767002,303104.48
C2043889470,4355252.87,C1899073220,4382973.37
C1303187181,5051488.49,C24119573,51574.35
C2142052682,5061880.48,C977993101,2661182.46
C373703332,5113493.98,C884457408,84916.82
C1976503781,5133242.89,C681979935,37068.76
C1353756631,5155634.39,C1330106945,24044.18
C1182888954,5171061.55,C453211571,4274972.49
C1651923692,5301210.16,C1504109395,1528227.01
C1868288866,5525531.75,C998351292,1097218.45
C977278793,5882149.54,C977993101,2609568.96
C2006166872,6049254.52,C985934102,1461775.3
C669132924,6228216.45,C1360767589,1155321.27
C370356001,6384907.12,C662736689,4733576.66
C752060661,6600722.25,C1674899618,333830.44
C1178605914,6896340.72,C985934102,1282813.37
C1893169190,7228529.64,C1339858954,354823.0
C2133998394,7330106.02,C1997859171,393957.76
C1326878729,7463319.72,C2081595126,241877.32
C165337720,7632049.45,C295372946,11617.0
C1107789101,7642371.33,C1453128758,1010782.35
C746757564,7929845.57,C451111351,3781474.32
C1475331837,8014144.64,C1432687668,122624.0
C138010466,8125836.9,C1346667529,145368.0
C1994984869,8198898.24,C909295153,7694240.53
C1312690617,8419997.55,C934085675,303303.0
C1741684397,8628687.59,C1023714065,2730020.33
C558624761,8759399.1,C11003494,11643121.27
C535910992,8858293.05,C1778801068,8813776.61
C561783758,8931535.13,C1870252780,7906932.46
C970890202,9037414.29,C1816757085,10135911.23
C1192529727,9080244.19,C998351292,740600.66
C1377988183,9337863.38,C453211571,4144823.87
C302007694,9457836.62,C42158278,183529.63
C1607277663,9634932.72,C2134357721,464189.15
C1019416046,9683446.56,C1380361139,362727.08
C2102562039,9750338.86,C1568059495,83866.86
C1844349670,9762954.05,C1135523296,48020.03
C1526090976,9806203.5,C1850180796,1187114.17
C2122225197,10245172.55,C1498438472,68235.87
C388143137,10255616.23,C932583850,4410975.57
C243440025,10316960.46,C1789550256,4282187.37
C1727743461,10525890.04,C361268035,17411.72
C1824418025,10542514.27,C1538745405,1761278.15
C1868437199,10876386.01,C1789550256,4073257.79
C1963590892,11126712.23,C769342184,11126712.23
C1239593925,11126712.23,C214187874,225668.22
C1451516720,11252777.3,C977993101,2442463.98
C1240727361,11374178.17,C1262822392,11914710.26
C1828438007,11722970.49,C1870252780,7801053.3
C819680566,12225881.83,C2134357721,415675.3
C1169370622,55261.0,M325897214,0.0
C584698467,6685.0,C838411509,23539.55
C1212238315,1065.87,C985934102,950624.44
C348209600,2108.0,M1636256669,0.0
C224468764,32426.0,M1328349514,0.0
C1375503918,18627.02,C234430897,0.0
C175961135,18627.02,C1711105800,147251.58
C266376067,20666.0,C657736958,6086706.95
C685827172,10895.0,C154319946,0.0
C496556704,125959.0,M1890097328,0.0
C2078237101,17183.0,C1916720513,6790591.7
C1412655478,12967.76,M254145674,0.0
C998015174,29303.0,M992893965,0.0
C1956244167,52904.0,M1413005690,0.0
C194838923,45184.0,M1117448897,0.0
C2045706119,10074.0,C836514715,449166.44
C1800389329,20130.0,M146605930,0.0
C501491806,25183.78,M326692514,0.0
C104136534,23244.03,M1716661933,0.0
C1514687713,10287.64,M244430068,0.0
C805184575,11953.0,M1487814699,0.0
C1083777179,72857.0,M1135348328,0.0
C497877502,11610.0,M925410680,0.0
C1044174590,51302.0,M501244955,0.0
C1756837032,41674.0,M440815523,0.0
C1108730163,213151.4,M1556841942,0.0
C227080339,199113.92,M630949334,0.0
C1223357487,10397.0,C1941598182,47923.33
C1217347025,51384.0,M34150451,0.0
C2076543121,21395.0,M1678856266,0.0
C1430358188,337.0,M524536503,0.0
C1209358542,0.0,M644399750,0.0
C2134194703,100140.0,M2124562732,0.0
C479442206,93538.66,C2034460325,114680.0
C2081368312,780370.9,M716996660,0.0
C1182469998,777840.38,M1195473402,0.0
C1108136194,759914.47,M209667159,0.0
C316746441,758958.3,M1579356102,0.0
C2055422401,751294.9,M212397882,0.0
C386153220,725590.38,M1361009437,0.0
C837981622,722136.67,M2053668237,0.0
C1283634655,721574.53,M1743702241,0.0
C1108651663,688115.13,M2074687317,0.0
C584866226,12158.0,M870593736,0.0
C1415812333,19462.0,M1715606187,0.0
C647218712,37057.0,M876864630,0.0
C2093996783,11608.0,C1134894336,140222.23
C174999703,8934.5,M854977732,0.0
C431939256,10565.0,M463759298,0.0
C1677115089,0.0,M2130242983,0.0
C291284958,16736.0,M704530496,0.0
C2133359512,13759.0,M1183065103,0.0
C840042838,142.0,M1769339676,0.0
C1430104337,100035.0,C875917495,0.0
C847141861,593.0,M277130309,0.0
C1450121298,0.0,C1060830840,49059.87
C1856128687,23669.02,C459857341,360326.58
C776178157,166923.73,C932583850,4349631.34
C462487268,606467.71,C1134894336,142895.73
C890488908,747196.12,C453211571,4024850.63
C1232631679,906312.41,C836514715,457666.01
C2076611420,1046625.89,C995911260,139849.41
C1740453150,1144939.75,C1916720513,6794806.94
C1288163341,1447581.84,C1870252780,7298141.96
C1183745381,1641824.3,C1453128758,723308.11
C152937115,1878334.38,C481402298,693773.32
C117859171,1954619.3,C1471633238,217318.86
C1974701110,1989555.83,C1446521801,1989555.83
C1193577032,1989555.83,C811597470,354758.53
C592048461,2035568.94,C248609774,7470464.09
C400593724,2191192.95,C1471633238,182382.33
C2128310218,2342325.45,C1832532108,50333.01
C500096147,2364949.86,C11003494,11544227.32
C1902216702,2533796.06,C1434651019,8693.0
C1653309853,2535128.65,C1286084959,1804161.31
C1200293689,2798536.46,C977993101,2321063.11
C751460639,2994735.4,C451111351,3697175.25
C1375297293,3432302.88,C665576141,7686896.3
C1874901958,3453300.52,C453211571,3865734.34
